#{"t_start": 1605971973.361055, "env_id": "quad-withArm_1Dof-v0"}
r,l,t,finstate
-1360.303083,118,132.176713,0
-1632.598236,171,132.453312,0
-1344.789593,124,132.649123,0
-2646.815392,291,133.211897,0
-1367.639131,139,133.466704,0
-1461.046017,128,133.704093,0
-1414.269407,98,133.876374,0
-1387.42368,89,134.037809,0
-1423.204985,112,134.217189,0
-1444.885544,122,134.425564,0
-1324.433558,111,134.619807,0
-1365.823321,126,134.81412,0
-1371.689077,91,134.994254,0
-1346.676985,111,135.194328,0
-1480.239292,141,135.480119,0
-1382.704603,109,135.691303,0
-1294.883389,100,135.862426,0
-1297.634049,111,136.054269,0
-1398.739198,94,136.199906,0
-1424.189283,115,136.399371,0
-1371.756314,108,136.567571,0
-1331.659648,91,136.728313,0
-1596.493092,118,136.937736,0
-1304.613146,105,137.140561,0
-1403.52537,100,137.312608,0
-1584.532993,153,137.619065,0
-1389.733507,106,137.811366,0
-1375.595209,94,137.973094,0
-1324.611399,96,138.127141,0
-1498.672173,121,138.322401,0
-1648.164213,173,138.597782,0
-1434.376348,126,138.822934,0
-1347.195553,129,139.049748,0
-1480.414779,126,139.306169,0
-2010.209703,298,139.850297,0
-2461.610545,239,140.260095,0
-1454.653282,125,140.457676,0
-1616.448268,138,140.688405,0
-1411.324145,97,140.841779,0
-1400.775273,127,141.08616,0
-1490.67398,123,141.321491,0
-1549.472939,123,141.54863,0
-1753.497189,163,141.848505,0
-1353.253088,134,142.07514,0
-1478.095532,115,142.256967,0
-1393.431099,109,142.447292,0
-1545.840914,137,142.673601,0
-1558.027204,190,143.019209,0
-1466.070386,143,143.28366,0
